food_item,energy_kcal,carbs,protein_g,fat_g,free_sugar_g,fibre_g,cholesterol_mg,calcium_mg,nutrition_density,health_risk_score,is_spice_condiment
Sweet poori (Meethi poori),782.75,14.26,2.12,79.63,7.15,1.54,0.0,34.24,12.698074290242598,60.86540707998782,False
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),441.08,60.0,9.84,18.41,31.12,6.02,35.14,25.2,28.780091236091522,50.72948521291186,False
Spinach burfi (Palak burfi),121.17,12.76,2.71,6.81,12.12,1.17,5.65,93.68,15.914677242492354,25.829616374968293,False
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),366.59,62.66,9.51,7.93,24.73,8.16,15.56,53.3,33.70288065337414,37.49778162359071,False
Sprouted moong daliya ,111.56,14.77,2.81,4.71,1.67,3.12,0.0,22.62,18.380475415863213,14.044192378709313,False
Sprouted moong poha ,192.6,26.6,5.59,6.89,1.93,3.13,0.0,28.39,22.090280429545174,15.726378639936637,False
Pearl millet ladoo (Bajra ladoo),319.66,50.98,9.61,8.06,27.44,6.0,0.0,118.74,31.947486710414857,39.02824016881605,False
Paushtik ladoo,485.87,60.34,7.65,24.98,38.12,4.57,52.71,20.67,22.415870613184744,63.04114926831663,False
Paushtik roti,149.26,26.59,7.17,1.51,2.03,5.74,0.0,52.74,29.32685562811797,11.042342468269744,False
Semolina carrot vada (Suji gajar vada),699.53,6.52,1.56,74.07,1.21,1.07,1.18,26.47,11.748190608851825,52.243392506354766,False
Dhokla,216.49,30.68,13.45,5.28,4.78,4.95,5.16,123.21,37.892349477583,14.540036507996826,False
Kashmiri tea (Kehwa),24.9,5.23,0.17,0.51,5.14,0.16,0.0,3.19,9.211834992941633,16.359935103112598,False
Steeped hot coffee,15.91,3.01,0.39,0.33,2.96,0.0,0.0,10.4,9.686344898926798,14.113896080606807,False
Hot chocolate,90.01,9.02,3.43,4.61,8.86,0.0,0.02,113.63,15.927507747129297,21.373857171227257,False
Cold coffee (with cream),82.76,11.98,1.93,3.29,11.91,0.0,3.29,64.43,12.221438636011705,24.327235779647644,False
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),76.45,11.15,2.01,2.77,9.94,0.27,1.3,68.3,13.116076216084416,21.929168915013218,False
Flavoured milkshake,66.78,8.65,2.06,2.83,8.61,0.0,0.0,75.05,13.081032913329416,20.563262927708216,False
Jal jeera,30.24,6.7,0.44,0.26,5.71,0.95,0.0,24.72,11.4446174427426,16.402078888826132,False
Gingo,48.02,12.42,0.14,0.06,12.08,0.17,0.0,6.33,8.537484551397252,23.019586173064525,False
Mintade,40.32,10.59,0.03,0.02,10.47,0.03,0.0,2.1,8.214366646907523,21.48925878965307,False
Canjee,6.61,0.44,0.24,0.42,0.21,0.36,0.0,5.82,10.249116972144861,11.32217939878202,False
Cauliflower canjee (Phoolgobhi ki canjee),6.9,0.35,0.39,0.42,0.09,0.49,0.0,6.26,10.687059437416853,11.093964309103121,False
Potato canjee (Aloo canjee),16.26,2.69,0.44,0.39,0.1,0.43,0.0,5.21,10.615601351229706,11.313054336367223,False
Vermicelli porridge (Semiya/Seviyan porridge),78.4,10.56,2.5,2.98,7.04,0.48,0.62,72.96,14.547633473322657,19.072001574906118,False
Semolina upma (Suji/Rava upma),147.89,16.31,3.3,7.49,1.31,3.24,0.0,21.57,19.15162245994811,15.23017949057213,False
Vermicelli upma (Semiya/Seviyan upma),149.11,16.88,3.11,7.45,1.4,3.21,0.0,20.3,18.805689192074457,15.416760997422994,False
Rice upma,151.27,17.96,2.63,7.46,1.13,2.12,0.0,17.57,16.314960467364937,15.968462225513596,False
Bread upma,129.51,12.6,2.8,7.75,1.56,1.96,0.0,45.22,17.042657233252353,15.982292221164975,False
Vegetable upma,146.47,16.46,4.73,6.63,1.39,4.19,0.0,26.68,22.763300890773127,13.92100277332398,False
Poha,294.53,35.05,6.09,14.14,0.87,3.72,0.0,37.67,23.89713417831681,19.04242048085812,False
Vegetable poha,180.52,21.52,4.89,8.07,1.4,3.76,0.0,28.01,22.246459861779226,15.341929816435872,False
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),154.89,19.42,6.97,5.11,1.11,4.25,0.0,39.34,26.22689393874413,12.405634637380519,False
Paneer stuffed cheela/chilla,205.19,19.16,11.44,8.89,3.81,4.03,0.0,151.3,34.60131351181758,15.59704792060535,False
Indian style egg bhujia (Anda bhujia (Indian style)),102.83,3.76,6.1,7.02,1.95,1.53,145.28,31.9,19.84324748739672,23.442240536269246,False
French omelette/omlet,211.04,0.41,10.03,18.86,0.1,0.38,300.44,46.35,22.958359753379703,36.942326227578356,False
Puffy omelette/omlet,188.15,0.08,8.82,16.84,0.08,0.0,268.82,34.96,20.55635871497731,34.422655877214055,False
Orange omelette/omlet,194.66,1.68,8.93,16.84,1.68,0.0,268.82,37.33,20.595768282310296,35.97438458520695,False
Cheese and mushroom omelette/omlet,205.63,1.68,9.69,17.82,1.07,0.93,184.53,148.77,26.66756334354029,29.971089964011792,False
Spanish omelette/omlet,157.45,5.1,8.25,11.44,1.03,2.54,145.23,31.72,24.31111099428029,23.974622817632195,False
Mixed stock,25.19,0.33,2.06,1.71,0.2,0.15,10.55,2.06,12.114170021388016,12.207287549216758,False
Meat stock,24.48,0.0,2.1,1.78,0.0,0.0,11.03,0.86,11.901927213569515,12.124019494041768,False
White stock,6.99,0.4,0.07,0.56,0.24,0.17,1.39,1.58,9.576990256267283,11.657039986288716,False
Meat consomme (with mutton),29.76,0.51,14.86,13.68,0.24,0.71,0.0,115.88,32.96415913229073,10.38031709264213,False
Consomme au julienne,27.76,1.49,12.49,10.66,0.83,1.38,6.4,85.89,30.06694345254104,10.84368634095657,False
Consomme au vermicelli,29.94,1.3,15.23,12.98,0.27,0.81,7.85,97.34,33.06301727358129,10.461823903076144,False
Green pea soup (Matar ka soup),39.81,3.63,11.06,12.9,0.87,2.49,4.16,46.63,28.836227272787355,11.790991274888544,False
Spinach soup (Palak ka soup),32.59,3.03,10.54,14.26,0.29,1.98,4.24,56.23,27.627269946964375,12.04214095861133,False
Mixed vegetable soup,35.71,2.95,8.22,11.66,1.64,1.64,3.87,50.69,23.76073347092135,13.522345523617483,False
Cheese soup,41.13,1.87,12.39,17.07,0.84,1.8,9.56,83.65,30.423666240360667,13.37781033107256,False
Mulligatawny soup,54.42,8.24,11.26,13.28,1.26,2.6,3.05,43.89,29.145855839867597,12.397471623314512,False
Cream of carrot soup,59.77,5.69,8.27,12.35,1.77,1.98,6.67,57.24,24.529030997949704,14.399244037704513,False
Cream of broccoli soup,56.14,3.72,8.97,12.75,1.59,1.89,7.67,66.55,25.581458505950057,14.119232017894264,False
Cream of potato soup,60.2,6.14,8.1,12.05,1.24,1.51,6.53,51.97,23.434804631649186,14.12310310209248,False
Almond soup (Badam ka soup),78.65,3.68,10.13,13.8,1.94,0.91,28.18,114.95,26.757220304946113,16.612160214771656,False
Cold cucumber cream soup ,11.88,1.76,0.34,0.34,0.51,0.73,0.72,8.02,11.022126758108023,11.502229068672865,False
Cold tomato soup,16.9,0.59,0.11,1.56,0.22,0.16,3.88,4.2,9.65793260142915,12.348887880642234,False
Chicken stew,127.55,4.44,7.19,8.91,1.43,1.82,32.34,31.53,22.07600949647981,16.546153159782094,False
Veg paneer stew,145.55,10.22,6.98,8.41,4.85,3.08,0.0,160.51,27.37702342806081,17.306319907987337,False
Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),191.27,26.37,4.37,7.27,2.71,5.16,0.0,24.91,23.66393492228028,15.995101784707268,False
Methi parantha/paratha,148.36,22.19,4.27,4.34,2.44,5.09,0.0,65.85,24.724561412531198,13.857408494324202,False
Bathua poori,598.79,13.85,2.35,59.14,0.41,1.87,0.6,30.83,14.684297032852779,43.37469841315726,False
Gram flour poori (Besan poori),697.66,10.93,2.59,71.51,0.35,1.94,0.73,7.09,14.122229516781022,49.66161742887408,False
Beetroot poori (Chukandar ki poori),527.66,12.29,1.91,52.18,0.54,1.4,0.53,5.38,12.755707411510965,39.917348899674025,False
Peas poori (Matar ki poori),592.83,14.92,3.04,57.69,0.48,2.25,0.59,8.96,15.608221568196974,42.336845542919676,False
Peas kachori (Matar kachori),584.68,13.25,3.21,57.51,0.5,2.03,0.0,14.25,15.629581330877242,42.116747086106805,False
Pizza,146.77,9.94,6.85,8.72,1.38,1.71,18.65,77.23,22.814120218747377,16.205012248102612,False
Bacon and mushroom pancake,157.67,8.47,6.82,10.6,1.23,1.59,39.23,44.74,21.540971136488942,18.315478805384195,False
Cheese and tomato pancake,147.39,10.66,5.15,9.28,3.48,1.06,38.27,127.51,20.67737056383869,20.548707104227603,False
Minced meat pancake (with chicken),116.04,8.18,12.01,10.48,1.29,0.7,33.26,64.72,27.50648141126016,15.391498267869604,False
Eggplant/Brinjal rice (Vangi bhat),184.8,31.74,5.28,3.67,4.36,4.44,0.0,36.02,23.887906308959625,16.108779612601,False
Kashmiri 'tahar',98.21,19.11,1.95,1.37,0.17,0.98,3.02,3.93,13.38124766157377,12.855789031975393,False
Cumin pulao (Jeera/Zeera pulao),135.24,23.61,2.47,3.2,0.64,1.4,0.0,7.25,14.755316967864273,14.131110066245341,False
Peas pulao (Matar pulao),108.87,18.42,3.89,1.9,1.3,3.21,0.0,18.18,19.91412846626317,12.205182650485945,False
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),116.53,19.72,3.6,2.3,1.59,3.16,0.0,19.09,19.433022088969256,12.91875981500714,False
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),125.51,21.55,3.44,2.58,1.99,2.69,0.0,16.51,18.314178928346067,13.880970916471842,False
Mutton pulao,130.77,11.26,6.52,10.78,1.0,1.65,2.35,49.87,21.54327455969933,15.354978728840448,False
Chicken pulao,108.24,11.17,6.07,8.48,0.99,1.64,11.55,32.25,20.456524587488197,14.810209946783885,False
Mexican rice,120.57,14.21,4.62,4.88,1.44,1.64,11.9,14.51,18.047153583625057,14.86206060210482,False
Plain khitchdi (Plain khichri/khichdi),57.03,10.04,1.72,1.01,0.12,0.85,2.14,5.05,12.93982373395919,11.86617674526061,False
Instant idli (with semolina),247.29,43.4,9.16,3.61,3.35,7.13,3.12,93.2,35.166640700049555,13.851362760467754,False
Plain dosa,380.91,64.08,10.34,8.43,0.7,5.23,19.9,19.35,31.459159199322485,17.63821662572869,False
Masala dosa mixed vegetable fillings,144.53,23.02,4.84,3.26,1.53,4.31,5.18,31.79,23.292042143182535,13.065610474672013,False
Masala dosa paneer fillings,243.12,29.76,10.31,8.84,4.81,3.11,7.29,171.23,32.0193108443823,18.710740888508294,False
Uttapam,255.95,36.28,6.18,9.03,1.5,4.4,10.57,40.86,25.26387094271258,17.272272141156478,False
Appam,267.7,13.28,3.12,22.63,4.16,6.19,0.0,6.36,22.68653426874419,24.276616304667467,False
Beans and macaroni,136.08,14.24,4.58,7.01,1.68,2.05,19.67,86.86,20.682728190964898,16.451803967619455,False
Spaghetti bolognese,97.43,10.04,9.35,9.51,1.41,1.08,13.91,73.66,24.97887477913841,14.417168643512348,False
Meat and macaroni casserole,161.55,16.12,9.15,10.17,1.0,1.19,2.13,68.28,24.762079711442553,15.00057553521771,False
Spaghetti with meat balls and tomato sauce,158.13,10.46,5.61,10.64,1.87,1.11,16.15,40.82,19.03988492418259,18.208223823411075,False
Spaghetti with paneer balls and tomato sauce,158.54,12.72,3.95,10.44,3.03,1.25,2.57,80.73,18.174927739212894,18.947694106214215,False
Lasagne with meat sauce,63.38,5.38,2.9,3.43,1.04,0.47,8.8,24.61,14.261430627299028,13.80764817033111,False
Lasagne with vegetables,49.23,5.9,1.71,2.16,1.37,0.66,2.81,32.89,13.271679966939512,13.360636740429829,False
Home made egg noodles,240.84,42.92,6.55,4.37,1.03,1.6,38.27,15.96,20.45018493676986,17.904793077443305,False
Sour lentils (Khatti dal),34.79,6.04,2.22,0.12,1.25,1.22,0.0,8.29,14.223758039596376,11.564216146955378,False
Urad special dehusked,69.43,8.86,3.14,2.17,1.32,2.5,4.62,16.4,17.706520245765894,12.379614754027777,False
Arhar with spinach (Arhar dal aur palak),52.84,4.77,2.05,2.76,0.23,1.3,6.1,21.81,14.553887650470564,12.359402307648004,False
Moong dal with vadi,24.08,1.0,0.4,2.05,0.45,0.39,4.75,2.99,10.343618026960376,12.708093162733935,False
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),26.74,3.37,1.13,0.88,0.83,1.6,0.0,16.56,13.698766048969869,11.508674251244862,False
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),24.41,2.85,1.11,0.87,0.44,1.54,0.0,15.56,13.587011914160987,11.137984009025008,False
Green gram whole with baghar (Sabut moong dal with tadka),63.43,6.8,3.23,2.48,0.15,3.02,5.45,25.04,19.05865046354406,11.043624301943193,False
Urad sabut special,79.39,5.03,2.33,5.46,0.86,2.15,13.38,21.45,16.16215598176662,14.364197787903096,False
Kabuli channa curry,68.57,7.63,2.92,3.06,1.24,1.12,0.15,32.03,15.589403450513943,13.101600125807632,False
Besan gatte curry,189.38,16.26,7.75,10.72,4.5,3.25,2.8,151.08,28.349250548673908,18.54531250401626,False
Dry masala chops,135.07,3.3,9.08,9.54,2.27,0.86,2.24,112.25,25.29985832661044,15.543007258951231,False
Mutton korma,115.64,2.53,7.09,8.54,1.64,0.78,3.9,79.07,21.681405565439494,15.135069850336846,False
Shahi keema kofta curry,418.13,1.73,4.14,43.83,0.78,0.91,14.97,14.51,15.308125723763839,35.06529225805055,False
Minced meat ball curry,109.79,2.86,6.82,7.85,1.27,1.49,24.77,23.84,20.890597407991343,15.48214962152334,False
Boti kebab,132.86,3.06,9.22,9.27,2.09,0.76,1.21,98.67,24.951030275650723,15.16787799612802,False
Mutton seekh kebab,133.94,3.11,11.25,8.43,1.4,1.88,0.0,117.44,30.113738795544165,12.821758507781148,False
Indian lamb and egg curry (Nargisi kofta),335.75,2.07,3.84,34.7,0.75,0.6,44.04,12.91,14.505339648176962,32.14596368392746,False
Soya chunks sweet and sour (Nutrinugget sweet and sour),500.94,3.27,2.85,55.99,1.1,0.86,23.51,13.89,13.161643548505097,42.46305623533679,False
Soya chunks korma (Nutrinugget korma),131.43,7.67,3.86,9.5,4.66,2.57,3.32,89.7,20.36930681713593,18.90818361732733,False
Mushroom matar,70.77,5.33,2.79,4.11,1.39,3.13,0.0,21.42,18.405607249956837,12.672303704485111,False
Soya chunks and peas (Nutrinugget matar),82.62,5.82,3.03,5.11,1.64,2.86,0.0,20.32,18.186955453350937,13.548468717977363,False
Vegetable yakhni,406.06,1.94,1.18,43.8,1.44,0.61,1.92,43.67,11.749662662421487,35.907301848583884,False
Spinach mushroom (Palak mushroom),47.63,2.95,1.94,2.96,1.0,2.27,2.89,49.75,16.75973028560299,12.361595843768235,False
Vegetarian nargisi kofta curry,332.15,6.58,2.29,32.94,1.65,0.86,1.03,47.09,13.963211587565976,30.08381622186606,False
Roast chicken,199.9,0.1,20.49,13.06,0.05,0.03,69.66,13.61,35.96087015004483,16.243793632020704,False
Shahi chicken masala,163.7,4.07,9.82,12.02,2.86,0.96,24.78,82.68,25.379872128821038,18.629803103343626,False
Tomato chicken,111.68,2.13,10.57,6.71,0.93,1.42,27.94,21.24,25.671596166445156,13.554324504683018,False
Creamy chicken,152.87,3.13,13.52,9.57,2.11,0.69,39.28,50.37,28.94234893200082,16.423370639032363,False
Broccoli chicken ala king,119.56,5.34,7.97,7.57,2.49,1.92,27.85,73.36,24.417388427964525,16.22383792780483,False
Ginger chicken,129.17,5.6,8.24,8.24,1.95,1.21,19.24,18.41,22.056106517268738,15.894371103343735,False
Chicken sweet and sour,445.09,2.67,6.92,47.59,0.89,0.58,32.47,21.98,18.4758374640092,37.20434844956678,False
Chicken korma,147.96,5.43,9.83,9.67,3.32,1.82,23.66,68.66,26.421514892888073,17.377363043617486,False
Bengal fish curry (Bengali machli curry),109.43,4.42,7.26,7.03,2.39,1.93,13.92,44.44,22.72747793726818,15.131402891046971,False
Fish finger,542.9,4.47,5.66,55.82,0.17,0.34,30.0,11.38,15.97046130265071,42.04456106409863,False
Fish in coconut milk (Nariyal ke doodh ke saath machli),86.21,2.73,8.66,4.43,1.55,1.52,17.13,21.94,23.376758101425516,12.803075740639084,False
Prawn curry (with coconut) (Jhinga curry),109.55,3.1,8.54,6.93,2.03,1.56,37.12,37.25,23.557872339665273,15.89461858685442,False
Baked stuffed fish,121.96,2.12,16.14,5.43,0.35,0.38,36.95,18.8,31.24431346680208,11.674730441704462,False
Fish pie,120.9,7.74,9.25,5.77,1.13,0.76,23.97,36.15,23.279831045907713,14.235681360699221,False
Crispy baked fish,138.4,9.59,10.95,6.41,1.53,1.21,28.89,60.04,26.873751635492887,14.60767853405235,False
Fish souffle,139.71,5.14,10.51,8.55,2.09,0.19,84.69,63.87,24.4515417627362,20.052525471984666,False
Potato curry (Aloo ki sabzi),89.56,10.42,1.52,4.47,1.58,2.42,0.0,23.74,15.587459562665131,14.2584885809776,False
Egg curry (Anda curry),117.52,4.03,5.38,8.81,1.9,2.09,120.74,41.59,20.140747951031564,22.81559024505854,False
Vegetable curry with coconut ,83.07,7.19,2.77,4.66,1.41,3.35,0.0,19.63,18.67069675205396,13.051819290362072,False
Curd with potatoes (Dahi aloo),59.9,7.15,1.56,2.72,1.82,1.19,1.45,36.36,13.992734693931807,13.90697851723398,False
Potato kofta curry (Aloo kofta curry),455.4,2.78,0.56,49.08,0.63,0.56,2.6,7.77,9.753894254103574,38.40934952888436,False
Yam kofta curry (Zimikand/Suran kofta curry),322.88,3.75,0.71,33.84,0.63,1.04,3.54,8.35,11.14756138819148,29.95964186726986,False
Jackfruit kofta curry (Kathal ka kofta curry),321.08,3.17,0.8,33.83,2.4,0.96,3.54,11.36,11.03467101641376,31.524068539923363,False
Spinach and potato (Palak aloo),57.17,5.91,1.63,2.82,0.93,2.04,0.0,43.67,15.805845405593479,12.52467839538948,False
Mooli bhujia,91.2,4.74,1.69,7.25,1.07,2.36,0.0,131.88,18.861633420563503,14.749749985541388,False
Bathua bhujia,90.9,3.63,2.26,7.29,1.08,3.8,0.0,165.84,22.986301163666244,13.808026144048199,False
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),142.48,6.09,8.21,9.36,1.26,1.84,32.9,31.54,23.44644292259798,16.49729077231556,False
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),124.63,7.03,5.76,8.17,3.81,2.35,18.79,29.82,20.830508725092486,17.84313350753229,False
Dry arbi (Sookhi arbi),134.95,11.11,2.12,8.97,1.55,2.47,0.0,22.77,16.314864155733417,16.528574123229383,False
Masala arbi,185.38,16.16,3.01,11.9,0.81,3.1,0.0,32.08,18.78655769504637,17.319400199344102,False
Peas brinjal bhartha (Matar baingan bhartha),84.55,5.02,2.05,6.05,1.57,3.63,0.0,19.63,18.144581137142172,13.854166866124945,False
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),110.81,4.5,1.83,9.27,1.42,3.57,0.0,67.88,19.097526706181913,15.531461159575942,False
Crispy okra/Crispy lady's fingers (Karare bhindi),657.76,4.35,1.91,70.4,0.26,1.75,0.0,27.61,13.572906981098843,48.627213269597654,False
Beans foogath,105.06,3.26,2.03,9.22,1.7,4.15,0.0,44.2,19.607383373862934,15.265093253898334,False
Stuffed bittergourd (wet) (Bharwa karele),162.36,4.68,1.36,15.24,1.95,2.86,0.0,17.25,15.620148957747208,19.76580760504211,False
Jackfruit/Kathal (dry),488.97,4.56,0.93,51.78,3.55,1.33,0.0,12.79,11.285686440345803,42.03482729454646,False
Yam fried (Zimikand/Suran fried),491.76,5.47,0.79,51.79,0.8,1.44,0.0,8.11,11.437164808094389,39.6094778533042,False
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",95.67,8.23,2.75,5.54,1.47,3.26,0.0,21.05,18.504413242608916,13.744577929209965,False
Vegetable jalfrezi,68.48,5.43,1.4,4.38,1.79,2.97,0.0,27.11,16.43438455746765,13.71454995122116,False
Vegetables stir fry ,30.78,3.19,1.04,1.47,0.86,1.37,0.0,13.3,13.086757243302038,11.981608876961506,False
Broccoli delight,40.7,2.34,2.49,2.48,1.08,2.83,0.0,26.99,17.761675700297886,11.429411943527143,False
Dhansak (vegetarian),82.8,7.28,3.32,4.18,0.91,4.17,0.0,26.4,21.01266669551334,11.792106888485858,False
Cauliflower basket,90.95,3.97,5.21,5.88,1.47,2.4,51.1,100.19,22.462951918433966,16.3915390141238,False
Stuffed bottle gourd (Stuffed ghiya/lauki),93.19,4.36,5.84,5.8,1.52,1.18,45.61,71.83,20.451512955757984,16.482329897939913,False
Ducheese potato,140.54,10.94,3.6,9.01,0.29,1.29,85.15,18.1,16.046166544737503,20.841008222229835,False
Roast potatoes ,87.32,14.52,1.53,2.35,0.33,1.71,5.51,10.38,14.192675310991039,13.046974111694594,False
Stuffed baked potatoes ,100.2,11.03,3.82,4.39,0.4,1.31,72.99,25.72,16.731430307054048,17.59275470461956,False
Potato nests,111.62,11.05,5.71,4.77,1.41,2.49,26.5,55.25,22.044505420088406,14.63938383296067,False
Parsley potato,119.51,13.81,1.49,6.28,0.34,1.59,15.71,11.43,13.842630160264857,15.840429751851019,False
Creamed spinach and mushroom,419.62,3.17,2.28,44.14,1.17,1.02,7.15,65.49,14.507507724231205,35.76103532919276,False
Fricassee of Mushroom,106.66,8.13,3.65,6.63,2.51,1.23,13.55,84.97,18.004083588540155,16.819859319552933,False
Cauliflower au gratin,145.9,9.13,4.45,10.2,3.01,1.44,22.15,119.69,20.24044338144152,19.488108760152237,False
Vegetable and cheese pie,126.88,8.76,4.03,8.28,2.69,1.91,18.88,99.48,19.97311482821329,17.838768073696194,False
Spinach souffle ,150.18,6.27,7.36,10.52,0.89,1.44,114.71,133.69,24.415925783581077,22.379162934521048,False
Beetroot and egg salad (Chukandar aur ande ka salad),84.92,3.4,3.36,6.45,1.97,0.55,82.25,18.13,14.42328458020074,20.52665037118158,False
Sour cream potato salad,121.9,9.05,2.89,8.13,0.84,1.21,47.29,23.25,15.21321055872248,18.58289691829617,False
Tossed green salad,49.88,3.82,1.33,3.24,1.9,1.33,0.0,33.71,13.83834054775723,13.864089199895888,False
Spring basket salad,160.46,11.61,3.36,11.3,1.46,3.09,8.17,45.65,19.5613652945257,17.51757702694376,False
Cucumber and yogurt salad (Kheere aur dahi ka salad),36.13,4.72,2.09,0.93,2.28,1.66,2.87,68.49,16.402767652605373,12.813996380776828,False
Chicken and tomato towers,100.55,2.36,6.9,6.99,1.21,1.14,20.73,17.54,20.272853970851948,14.818399237610231,False
Jellied sunshine fruit salad,48.86,4.21,5.85,0.85,2.86,1.8,0.0,37.14,20.599526331320803,11.839823141205372,False
Tomato aspic,50.37,5.02,6.87,0.26,3.21,1.58,0.0,44.28,21.755666255347045,11.69062215505867,False
Frozen frosty fruit salad (Phalon ka salaad),103.51,15.61,1.68,4.17,14.38,0.26,26.33,28.61,10.920012915812782,28.738663069089842,False
French dressing,733.77,3.68,0.32,79.65,3.01,0.22,0.0,6.98,7.8231448631555764,57.41236328344175,False
Mayonnaise without eggs,329.05,3.98,2.13,33.84,3.68,0.04,0.0,75.54,12.994868038532129,32.577813337434584,False
Curd dressing ,78.8,8.03,5.59,2.9,7.57,0.22,10.52,194.59,21.63534741325173,19.043646156772542,False
Carrot raita (Gajar ka raita),64.78,7.19,4.14,2.19,5.99,1.69,6.98,146.72,20.975082521754643,16.67003778754749,False
Pumpkin raita (Kaddu ka raita),55.6,6.02,3.74,1.88,5.48,1.04,6.47,130.11,18.95569880732088,16.353292061856074,False
Mint and peanut raita (Pudinay aur moongfali ka raita),112.05,7.31,7.05,6.19,6.17,1.79,8.26,191.01,26.120612409465508,18.12901998172054,False
Spinach raita (Palak ka raita),52.75,5.06,3.95,1.86,3.97,1.39,5.41,142.96,20.351896927005267,14.586677678062204,False
Bathua raita,54.4,5.31,4.13,1.76,4.11,2.19,5.41,206.31,23.746901463036412,14.238929733994086,False
Pineapple raita (Ananas ka raita),67.74,8.62,3.9,2.02,8.12,1.39,6.93,134.53,19.582746688045162,18.85316451806488,False
Banana raita (Kele ka raita),89.03,13.51,4.13,2.07,10.11,1.0,6.93,133.23,18.97342080081614,21.256404974622004,False
Mango raita (Aam ka raita),67.37,8.23,3.9,2.14,7.87,0.89,6.93,136.06,18.822579039600893,18.912719869217945,False
Guava raita (Amarood ka raita),64.36,7.27,4.19,2.07,6.71,3.0,6.93,136.93,22.854413335236725,16.585295167943585,False
Grapes raita (Angoor ka raita),72.59,9.66,3.98,2.07,8.51,0.71,6.93,134.52,18.514139031775976,19.64478215744569,False
Bottle gourd kheer (Ghiya/Lauki kheer),84.07,10.0,2.7,3.86,9.63,0.55,0.0,94.18,15.251119034173207,21.69383545455657,False
Pumpkin kheer (Kaddu ki kheer),86.35,10.44,2.76,3.86,10.12,0.63,0.0,95.61,15.450737700710688,22.124412932673543,False
Apple kheer (Seb ki kheer),81.3,11.34,2.14,3.18,10.71,0.51,0.0,75.67,13.810479366615985,22.62169461802772,False
Caramel custard (baked),122.7,14.95,5.11,5.01,14.92,0.0,81.15,90.59,16.553145345405742,32.12219300273348,False
Vanilla ice cream without egg,228.67,14.21,2.69,18.15,13.45,0.0,41.7,81.27,13.04653895095831,36.18866414929621,False
Vanilla ice cream with egg,214.85,11.71,4.16,17.02,11.69,0.0,86.75,77.42,14.95163499153822,36.11624012609714,False
Strawberry ice cream,215.61,12.26,4.15,16.96,11.6,0.0,86.39,77.08,14.939806960137979,36.01269883862641,False
Chocochip ice cream,241.45,16.75,4.23,17.93,16.08,0.0,79.34,73.22,14.441398254641257,40.51303715883706,False
Choconut ice cream,273.96,23.13,5.04,18.49,21.02,0.51,65.65,67.38,15.663743161588037,44.4739047683368,False
Pear chocholate sunday,183.49,15.02,2.08,13.11,14.41,0.07,29.11,56.67,11.708363107987731,33.73856983308989,False
Chocolate sauce,263.2,43.21,1.91,10.39,42.06,0.0,21.3,18.8,7.354514391414366,59.263782985244276,False
Coffee ice cream,150.62,14.09,3.15,9.43,13.35,0.0,22.23,95.72,14.361879082379662,29.9544641783775,False
Coffee pear alaska,203.99,19.36,2.88,13.22,16.88,0.15,28.43,60.61,12.730336492852366,36.070608794224356,False
Crunchy butterscotch,277.32,19.92,3.11,20.99,17.73,0.47,46.39,72.26,13.559010062438219,42.01941170936243,False
Peach melba ice cream,200.85,16.31,2.06,14.51,13.35,0.06,33.23,60.55,11.839756472284254,33.918252900533204,False
Vanilla ice cream with apples in hot cherry sauce,196.32,22.75,1.73,11.45,14.19,0.26,26.15,56.34,11.609105474970077,33.116723810438714,False
Grape and orange whip,57.39,6.72,1.41,2.62,5.66,0.97,6.51,17.4,12.460346013959246,17.782993515624163,False
Honey banana cream,125.49,13.64,2.78,6.68,10.51,0.7,14.27,43.52,13.910536755703587,25.17063573212068,False
Raspberry bavarian cream,150.1,17.82,3.34,7.88,15.3,2.19,19.94,26.4,16.05364635799406,29.849603268489503,False
Fruit delight,107.09,9.11,2.09,7.09,9.03,0.09,12.28,71.69,12.981121985039355,24.01901621738159,False
Creamy chocolate mousse,230.52,9.53,6.85,18.16,8.99,0.0,129.13,45.25,17.676948493245593,35.977171905248674,False
Cold lemon souffle,169.87,15.62,5.89,9.78,13.88,0.0,98.14,55.03,16.477153732978792,34.62256678125446,False
Cold orange souffle,173.19,16.27,5.94,9.82,14.42,0.11,98.65,55.45,16.67567317136775,35.15614456004421,False
Cold pineapple souffle,181.22,16.85,6.23,10.39,14.99,0.0,104.39,57.13,16.829337101888548,36.3458879179842,False
Cold vanilla souffle,179.54,16.29,6.22,10.32,14.49,0.0,100.85,62.47,17.037650266892946,35.61431743506265,False
